DIAG_PRINC,TOTAL_OCORRENCIAS,valor_total,idade_media,sexo_majoritario,total_masculino,total_feminino,total_ignorado,descricao_cid
I67 ,1,44.22,47.0,Masculino,1,0,0,Outras doencas cerebrovasculares
A031,1,340.9,5.0,Feminino,0,1,0,Shiguelose
G60 ,1,383.91,81.0,Feminino,0,1,0,Neuropatia hereditaria e idiopatica
Q185,1,524.2,59.0,Masculino,1,0,0,Outras malformacoes congenitas da face e do pescoco
E20 ,1,254.76,24.0,Feminino,0,1,0,Hipoparatireoidismo
L819,1,252.52,60.0,Masculino,1,0,0,Outros transtornos da pigmentacao
T44 ,1,169.66,50.0,Feminino,0,1,0,Intoxicacao por drogas que afetam principalmente o sistema nervoso autonomo
R413,1,141.66,67.0,Masculino,1,0,0,Outros sintomas e sinais relativos a funcao cognitiva e a consciencia
A880,1,287.76,1.0,Masculino,1,0,0,Outras infeccoes virais do sistema nervoso central nao classificadas em outra parte
F184,1,730.61,66.0,Masculino,1,0,0,Transtornos mentais e comportamentais devidos ao uso de solventes volateis
T609,1,160.95,26.0,Masculino,1,0,0,Efeito toxico de pesticidas
M818,1,1174.35,52.0,Feminino,0,1,0,Osteoporose sem fratura patologica
R411,1,86.87,12.0,Masculino,1,0,0,Outros sintomas e sinais relativos a funcao cognitiva e a consciencia
F51 ,1,65.0,55.0,Masculino,1,0,0,Transtornos nao-organicos do sono devidos a fatores emocionais
R60 ,1,865.91,75.0,Feminino,0,1,0,Edema nao classificado em outra parte
Q762,1,7923.94,48.0,Feminino,0,1,0,Malformacoes congenitas da coluna vertebral e dos ossos do torax
T338,1,270.85,4.0,Feminino,0,1,0,Geladura superficial
F488,1,328.34,16.0,Masculino,1,0,0,Outros transtornos neuroticos
S457,1,654.2,42.0,Masculino,1,0,0,Traumatismo dos vasos sanguineos ao nivel do ombro e do braco
R430,1,672.92,49.0,Feminino,0,1,0,Disturbios do olfato e do paladar
A543,1,314.77,5.0,Masculino,1,0,0,Infeccao gonococica
M623,1,276.41,64.0,Masculino,1,0,0,Outros transtornos musculares
B430,1,692.29,49.0,Masculino,1,0,0,Cromomicose e abscesso feomicotico
E011,1,192.21,36.0,Feminino,0,1,0,"Transtornos tireoidianos e afeccoes associadas, relacionados a deficiencia de iodo"
B333,1,360.12,9.0,Feminino,0,1,0,Outras doencas por virus nao classificada em outra parte
A698,1,283.62,38.0,Masculino,1,0,0,Outras infeccoes por espiroquetas
A512,1,12490.88,51.0,Feminino,0,1,0,Sifilis precoce
T380,1,144.95,3.0,Masculino,1,0,0,"Intoxicacao por hormonios, seus substitutos sinteticos e seus antagonistas nao classificados em outra parte"
I459,1,2287.19,20.0,Feminino,0,1,0,Outros transtornos de conducao
H74 ,1,317.27,66.0,Feminino,0,1,0,Outros transtornos do ouvido medio e da mastoide
A77 ,1,441.88,11.0,Masculino,1,0,0,Febre maculosa [rickettsioses transmitidas por carrapatos]
R098,1,701.99,60.0,Feminino,0,1,0,Outros sintomas e sinais relativos aos aparelhos circulatorio e respiratorio
Q999,1,4879.83,1.0,Feminino,0,1,0,"Outras anomalias dos cromossomos, nao classificadas em outra parte"
K043,1,205.03,8.0,Masculino,1,0,0,Doencas da polpa e dos tecidos periapicais
Z004,1,44.22,39.0,Masculino,1,0,0,Exame geral e investigacao de pessoas sem queixas ou diagnostico relatado
M954,1,4490.81,18.0,Masculino,1,0,0,Outras deformidades adquiridas do sistema osteomuscular e do tecido conjuntivo
H922,1,44.22,19.0,Feminino,0,1,0,Otalgia e secrecao auditiva
S763,1,680.2,45.0,Masculino,1,0,0,Traumatismo de musculo e de tendao ao nivel do quadril e da coxa
M729,1,3681.06,56.0,Feminino,0,1,0,Transtornos fibroblasticos
O29 ,1,40.38,64.0,Feminino,0,1,0,Complicacoes de anestesia administrada durante a gravidez
C104,1,3249.82,75.0,Masculino,1,0,0,Neoplasia maligna da orofaringe
Q860,1,907.92,4.0,Feminino,0,1,0,"Sindromes com malformacoes congenitas devidas a causas exogenas conhecidas, nao classificadas em outra parte"
O611,1,1189.94,30.0,Feminino,0,1,0,Falha na inducao do trabalho de parto
A066,1,6999.34,55.0,Masculino,1,0,0,Amebiase
C963,1,1244.64,4.0,Masculino,1,0,0,"Outras neoplasias malignas e as nao especificadas dos tecidos linfatico, hematopoetico e tecidos correlatos"
H051,1,2238.51,66.0,Feminino,0,1,0,Transtornos da orbita
M832,1,1903.2,61.0,Feminino,0,1,0,Osteomalacia do adulto
G811,1,433.88,12.0,Masculino,1,0,0,Hemiplegia
Z949,1,40.38,74.0,Feminino,0,1,0,Orgaos e tecidos transplantados
S642,1,192.06,73.0,Feminino,0,1,0,Traumatismo de nervos ao nivel do punho e da mao
I672,1,4926.6,65.0,Feminino,0,1,0,Outras doencas cerebrovasculares
B551,1,279.16,58.0,Feminino,0,1,0,Leishmaniose
I70 ,1,1152.62,71.0,Masculino,1,0,0,Aterosclerose
P159,1,538.35,0.0,Masculino,1,0,0,Outros traumatismos de parto
I492,1,7564.18,59.0,Feminino,0,1,0,Outras arritmias cardiacas
M01 ,1,557.79,1.0,Feminino,0,1,0,Infeccoes diretas da articulacao em doencas infecciosas e parasitarias classificadas em outra parte
T115,1,1659.22,67.0,Masculino,1,0,0,"Outros traumatismos de membro superior, nivel nao especificado"
A549,1,559.98,28.0,Masculino,1,0,0,Infeccao gonococica
S210,1,364.68,21.0,Feminino,0,1,0,Ferimento do torax
L552,1,279.95,61.0,Feminino,0,1,0,Queimadura solar
S600,1,1689.65,71.0,Feminino,0,1,0,Traumatismo superficial do punho e da mao
G588,1,4668.25,67.0,Masculino,1,0,0,Outras mononeuropatias
A185,1,180.92,35.0,Feminino,0,1,0,Tuberculose de outros orgaos
M614,1,243.69,69.0,Masculino,1,0,0,Calcificacao e ossificacao do musculo
N044,1,773.32,30.0,Feminino,0,1,0,Sindrome nefrotica
Z304,1,438.87,45.0,Masculino,1,0,0,Anticoncepcao
A21 ,1,219.12,29.0,Masculino,1,0,0,Tularemia
I868,1,692.19,68.0,Masculino,1,0,0,Varizes de outras localizacoes
T463,1,152.95,17.0,Feminino,0,1,0,Intoxicacao por substancias que atuam primariamente sobre o aparelho circulatorio
B908,1,3639.65,50.0,Masculino,1,0,0,Sequelas de tuberculose
L82 ,1,565.86,66.0,Masculino,1,0,0,Ceratose seborreica
C691,1,407.44,95.0,Feminino,0,1,0,Neoplasia maligna do olho e anexos
G01 ,1,2510.57,52.0,Feminino,0,1,0,Meningite em doencas bacterianas classificadas em outra parte
T794,1,52.22,41.0,Masculino,1,0,0,Algumas complicacoes precoces dos traumatismos nao classificadas em outra parte
E753,1,498.19,2.0,Feminino,0,1,0,Disturbios do metabolismo de esfingolipides e outros disturbios de deposito de lipides
O346,1,1073.74,19.0,Feminino,0,1,0,"Assistencia prestada a mae por anormalidade, conhecida ou suspeita, dos orgaos pelvicos maternos"
R065,1,963.53,6.0,Masculino,1,0,0,Anormalidades da respiracao
K903,1,587.13,63.0,Masculino,1,0,0,Ma-absorcao intestinal
E299,1,67.31,25.0,Masculino,1,0,0,Disfuncao testicular
Q655,1,1635.27,8.0,Masculino,1,0,0,Malformacoes congenitas do quadril
P502,1,2626.74,0.0,Masculino,1,0,0,Perda sanguinea fetal
M098,1,479.91,13.0,Feminino,0,1,0,Artrite juvenil em doencas classificadas em outra parte
E063,1,280.41,10.0,Feminino,0,1,0,Tireoidite
R071,1,44.22,50.0,Feminino,0,1,0,Dor de garganta e no peito
G513,1,452.86,65.0,Masculino,1,0,0,Transtornos do nervo facial
Q774,1,1277.45,1.0,Feminino,0,1,0,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral
I491,1,3713.97,52.0,Masculino,1,0,0,Outras arritmias cardiacas
Z093,1,64.58,69.0,Feminino,0,1,0,Exame de seguimento apos tratamento de outras afeccoes que nao neoplasias malignas
I820,1,44.22,34.0,Feminino,0,1,0,Outra embolia e trombose venosas
Q851,1,611.96,8.0,Feminino,0,1,0,Facomatoses nao classificadas em outra parte
S909,1,141.66,74.0,Masculino,1,0,0,Traumatismo superficial do tornozelo e do pe
G132,1,309.73,55.0,Masculino,1,0,0,Atrofias sistemicas que afetam principalmente o sistema nervoso central em doencas classificadas em outra parte
A68 ,1,434.3,78.0,Masculino,1,0,0,Febres recorrentes [Borrelioses]
O75 ,1,690.11,24.0,Feminino,0,1,0,Outras complicacoes do trabalho de parto e do parto nao classificadas em outra parte
P729,1,9723.59,0.0,Feminino,0,1,0,Outros transtornos endocrinos transitorios do periodo neonatal
D749,1,658.46,57.0,Masculino,1,0,0,Metemoglobinemia
Q160,1,677.9,19.0,Masculino,1,0,0,Malformacoes congenitas do ouvido causando comprometimento da audicao
E050,1,386.54,38.0,Feminino,0,1,0,Tireotoxicose [hipertireoidismo]
L104,1,1553.27,41.0,Feminino,0,1,0,Penfigo
D461,1,761.87,60.0,Feminino,0,1,0,Sindromes mielodisplasicas
Q890,1,888.92,4.0,Feminino,0,1,0,Outras malformacoes congenitas nao classificadas em outra parte
L401,1,499.95,65.0,Masculino,1,0,0,Psoriase
P108,1,4910.97,0.0,Masculino,1,0,0,Laceracao intracraniana e hemorragia devidas a traumatismo de parto
Q630,1,594.78,10.0,Feminino,0,1,0,Outras malformacoes congenitas do rim
E638,1,44.22,43.0,Masculino,1,0,0,Outras deficiencias nutricionais
J322,1,1208.58,21.0,Masculino,1,0,0,Sinusite cronica
Q238,1,27395.11,73.0,Masculino,1,0,0,Malformacoes congenitas das valvas aortica e mitral
T283,1,3998.72,77.0,Masculino,1,0,0,Queimadura e corrosao de outros orgaos internos
O904,1,3477.5,39.0,Feminino,0,1,0,Complicacoes do puerperio nao classificadas em outra parte
P010,1,442.54,6.0,Feminino,0,1,0,Feto e recem-nascido afetados por complicacoes maternas da gravidez
G00 ,1,6993.16,57.0,Feminino,0,1,0,Meningite bacteriana nao classificada em outra parte
N04 ,1,347.54,6.0,Masculino,1,0,0,Sindrome nefrotica
A81 ,1,763.0,8.0,Masculino,1,0,0,Infeccoes por virus atipicos do sistema nervoso central
A831,1,750.49,23.0,Feminino,0,1,0,Encefalite por virus transmitidos por mosquitos
S352,1,7491.85,35.0,Masculino,1,0,0,"Traumatismo de vasos sanguineos ao nivel do abdome, do dorso e da pelve"
Q558,1,3665.71,1.0,Masculino,1,0,0,Outras malformacoes congenitas dos orgaos genitais masculinos
E880,1,139.42,65.0,Feminino,0,1,0,Outros disturbios metabolicos
P963,1,430.46,2.0,Masculino,1,0,0,Outras afeccoes originadas no periodo perinatal
R162,1,1755.41,42.0,Feminino,0,1,0,Hepatomegalia e esplenomegalia nao classificadas em outra parte
N068,1,486.55,26.0,Masculino,1,0,0,Proteinuria isolada com lesao morfologica especificada
N992,1,119.35,26.0,Feminino,0,1,0,Transtornos do trato geniturinario pos-procedimentos nao classificados em outra parte
N050,1,345.55,25.0,Feminino,0,1,0,Sindrome nefritica nao especificada
M540,1,335.74,56.0,Feminino,0,1,0,Dorsalgia
S651,1,1052.2,28.0,Feminino,0,1,0,Traumatismo de vasos sanguineos ao nivel do punho e da mao
M808,1,298.16,80.0,Feminino,0,1,0,Osteoporose com fratura patologica
B740,1,514.17,44.0,Feminino,0,1,0,Filariose
F538,1,456.0,21.0,Feminino,0,1,0,"Transtornos mentais e comportamentais associados ao puerperio, nao classificados em outra parte"
Z136,1,634.17,0.0,Masculino,1,0,0,"Exame especial de rastreamento (""screening"") de outros transtornos e doencas"
L291,1,68.22,78.0,Masculino,1,0,0,Prurido
L990,1,479.15,74.0,Feminino,0,1,0,Outras afeccoes da pele e do tecido subcutaneo em doencas classificadas em outra parte
S008,1,250.09,12.0,Masculino,1,0,0,Traumatismo superficial da cabeca
Z016,1,458.65,77.0,Masculino,1,0,0,Outros exames e investigacoes especiais de pessoas sem queixa ou diagnostico relatado
Z489,1,5958.85,89.0,Masculino,1,0,0,Outro seguimento cirurgico
E890,1,299.66,65.0,Feminino,0,1,0,"Transtornos endocrinos e metabolicos pos-procedimentos, nao classificados em outra parte"
N030,1,428.34,60.0,Masculino,1,0,0,Sindrome nefritica cronica
Q272,1,948.01,12.0,Masculino,1,0,0,Outras malformacoes congenitas do sistema vascular periferico
P800,1,792.69,32.0,Feminino,0,1,0,Hipotermia do recem-nascido
T446,1,144.95,8.0,Feminino,0,1,0,Intoxicacao por drogas que afetam principalmente o sistema nervoso autonomo
O758,1,688.11,36.0,Feminino,0,1,0,Outras complicacoes do trabalho de parto e do parto nao classificadas em outra parte
M404,1,1178.86,76.0,Masculino,1,0,0,Cifose e lordose
H623,1,505.57,83.0,Masculino,1,0,0,Transtornos do ouvido externo em doencas classificadas em outra parte
B172,1,542.47,3.0,Feminino,0,1,0,Outras hepatites virais agudas
D730,1,679.43,60.0,Feminino,0,1,0,Doencas do baco
A02 ,1,348.9,67.0,Feminino,0,1,0,Outras infeccoes por Salmonella
A87 ,1,709.05,5.0,Feminino,0,1,0,Meningite viral
K044,1,1868.91,49.0,Masculino,1,0,0,Doencas da polpa e dos tecidos periapicais
S907,1,898.1,35.0,Masculino,1,0,0,Traumatismo superficial do tornozelo e do pe
R36 ,1,536.06,55.0,Feminino,0,1,0,Secrecao uretral
D59 ,1,1633.78,55.0,Feminino,0,1,0,Anemia hemolitica adquirida
O883,1,154.3,31.0,Feminino,0,1,0,Embolia de origem obstetrica
B372,1,591.11,1.0,Feminino,0,1,0,Candidiase
J941,1,518.81,24.0,Feminino,0,1,0,Outras afeccoes pleurais
M072,1,227.29,47.0,Feminino,0,1,0,Artropatias psoriasicas e enteropaticas
E752,1,139.42,50.0,Masculino,1,0,0,Disturbios do metabolismo de esfingolipides e outros disturbios de deposito de lipides
Q428,1,2198.16,1.0,Feminino,0,1,0,"Ausencia, atresia e estenose congenita do colon"
T297,1,356.81,84.0,Masculino,1,0,0,Queimaduras e corrosoes de multiplas regioes do corpo
S770,1,705.55,61.0,Masculino,1,0,0,Lesao por esmagamento do quadril e da coxa
Q828,1,1104.87,81.0,Feminino,0,1,0,Outras malformacoes congenitas da pele
S833,1,1016.85,45.0,Masculino,1,0,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do joelho"
Z943,1,2503.62,66.0,Masculino,1,0,0,Orgaos e tecidos transplantados
E25 ,1,4597.96,65.0,Feminino,0,1,0,Transtornos adrenogenitais
S93 ,1,1677.7,32.0,Masculino,1,0,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos ao nivel do tornozelo e do pe"
G508,1,1423.23,82.0,Masculino,1,0,0,Transtornos do nervo trigemeo
M721,1,64.38,79.0,Feminino,0,1,0,Transtornos fibroblasticos
K101,1,1557.82,83.0,Feminino,0,1,0,Outras doencas dos maxilares
I05 ,1,29340.16,50.0,Feminino,0,1,0,Doencas reumaticas da valva mitral
A804,1,354.84,74.0,Feminino,0,1,0,Poliomielite aguda
S228,1,648.02,64.0,Masculino,1,0,0,"Fratura de costela(s), esterno e coluna toracica"
J00 ,1,55.27,3.0,Feminino,0,1,0,Nasofaringite aguda [resfriado comum]
E35 ,1,40.38,56.0,Feminino,0,1,0,Transtornos das glandulas endocrinas em doencas classificadas em outra parte
T914,1,16127.28,42.0,Feminino,0,1,0,Sequelas de traumatismos do pescoco e do tronco
A803,1,1622.84,27.0,Feminino,0,1,0,Poliomielite aguda
Q872,1,391.82,2.0,Feminino,0,1,0,Outras sindromes com malformacoes congenitas que acometem multiplos sistemas
D824,1,98975.94,3.0,Feminino,0,1,0,"Imunodeficiencia associada com outros defeitos ""major"""
Q312,1,6389.92,2.0,Feminino,0,1,0,Malformacoes congenitas da laringe
A560,1,437.4,33.0,Masculino,1,0,0,Outras infeccoes causadas por clamidias transmitidas por via sexual
Q100,1,1138.66,79.0,Feminino,0,1,0,"Malformacoes congenitas das palpebras, do aparelho lacrimal e da orbita"
N084,1,1010.13,29.0,Feminino,0,1,0,Transtornos glomerulares em doencas classificadas em outra parte
E220,1,309.42,47.0,Feminino,0,1,0,Hiperfuncao da hipofise
Q418,1,411.74,1.0,Feminino,0,1,0,"Ausencia, atresia e estenose congenita do intestino delgado"
P591,1,262.54,4.0,Feminino,0,1,0,Ictericia neonatal devida a outras causas e as nao especificadas
E782,1,139.42,43.0,Masculino,1,0,0,Disturbios do metabolismo de lipoproteinas e outras lipidemias
I951,1,145.32,68.0,Masculino,1,0,0,Hipotensao
D804,1,603.21,1.0,Feminino,0,1,0,Imunodeficiencia com predominancia de defeitos de anticorpos
L99 ,1,2066.63,76.0,Feminino,0,1,0,Outras afeccoes da pele e do tecido subcutaneo em doencas classificadas em outra parte
S055,1,55.53,34.0,Masculino,1,0,0,Traumatismo do olho e da orbita ocular
Q349,1,1604.39,1.0,Masculino,1,0,0,Outras malformacoes congenitas do aparelho respiratorio
K13 ,1,1800.16,15.0,Feminino,0,1,0,Outras doencas do labio e da mucosa oral
T485,1,144.95,7.0,Masculino,1,0,0,Intoxicacao por substancias que atuam primariamente sobre os musculos lisos e esqueleticos e sobre o aparelho respiratorio
F02 ,1,1977.58,64.0,Feminino,0,1,0,Demencia em outras doencas classificadas em outra parte
S951,1,274.01,59.0,Masculino,1,0,0,Traumatismo de vasos sanguineos ao nivel do tornozelo e do pe
L118,1,266.54,51.0,Feminino,0,1,0,Outras afeccoes acantoliticas
O927,1,154.3,18.0,Feminino,0,1,0,Outras afeccoes da mama e da lactacao associadas ao parto
Z200,1,44.22,60.0,Masculino,1,0,0,Contato com e exposicao a doencas transmissiveis
Q891,1,213.61,6.0,Feminino,0,1,0,Outras malformacoes congenitas nao classificadas em outra parte
P578,1,286.54,4.0,Masculino,1,0,0,Kernicterus
O355,1,1095.69,25.0,Feminino,0,1,0,"Assistencia prestada a mae por anormalidade e lesao fetais, conhecidas ou suspeitadas"
C755,1,1493.37,45.0,Masculino,1,0,0,Neoplasia maligna de outras glandulas endocrinas e de estruturas relacionadas
L041,1,237.27,44.0,Masculino,1,0,0,Linfadenite aguda
G572,1,984.45,42.0,Masculino,1,0,0,Mononeuropatias dos membros inferiores
F06 ,1,0.0,59.0,Feminino,0,1,0,Outros transtornos mentais devidos a lesao e disfuncao cerebral e a doenca fisica
G97 ,1,631.88,21.0,Masculino,1,0,0,Transtornos pos-procedimento do sistema nervoso nao classificados em outra parte
K039,1,3037.24,73.0,Masculino,1,0,0,Outras doencas dos tecidos dentarios duros
Q309,1,452.2,9.0,Masculino,1,0,0,Malformacao congenita do nariz
E259,1,639.37,12.0,Masculino,1,0,0,Transtornos adrenogenitais
S24 ,1,1061.44,28.0,Masculino,1,0,0,Traumatismos de nervos e da medula espinhal ao nivel do torax
P504,1,15878.5,0.0,Masculino,1,0,0,Perda sanguinea fetal
T060,1,1262.81,84.0,Feminino,0,1,0,"Outros traumatismos envolvendo regioes multiplas do corpo, nao classificados em outra parte"
R456,1,832.03,16.0,Masculino,1,0,0,Sintomas e sinais relativos ao estado emocional
Q90 ,1,1538.57,19.0,Masculino,1,0,0,Sindrome de Down
M531,1,6179.62,59.0,Masculino,1,0,0,Outras dorsopatias nao classificadas em outra parte
E290,1,288.13,23.0,Masculino,1,0,0,Disfuncao testicular
A430,1,913.91,6.0,Masculino,1,0,0,Nocardiose
T271,1,4643.62,30.0,Masculino,1,0,0,Queimadura e corrosao do trato respiratorio
M403,1,784.71,61.0,Feminino,0,1,0,Cifose e lordose
A301,1,261.27,67.0,Masculino,1,0,0,Hanseniase [doenca de Hansen] [lepra]
N77 ,1,1282.67,36.0,Feminino,0,1,0,Ulceracao e inflamacao vulvovaginais em doencas classificadas em outra parte
N897,1,324.23,41.0,Feminino,0,1,0,Outros transtornos nao-inflamatorios da vagina
I863,1,692.19,29.0,Feminino,0,1,0,Varizes de outras localizacoes
C752,1,9746.84,51.0,Feminino,0,1,0,Neoplasia maligna de outras glandulas endocrinas e de estruturas relacionadas
N890,1,324.23,44.0,Feminino,0,1,0,Outros transtornos nao-inflamatorios da vagina
P518,1,294.54,0.0,Masculino,1,0,0,Hemorragia umbilical do recem-nascido
T257,1,817.75,29.0,Masculino,1,0,0,Queimadura e corrosao do tornozelo e do pe
H04 ,1,582.42,70.0,Feminino,0,1,0,Transtornos do aparelho lacrimal
N82 ,1,92.22,22.0,Feminino,0,1,0,Fistulas do trato genital feminino
O34 ,1,179.62,34.0,Feminino,0,1,0,"Assistencia prestada a mae por anormalidade, conhecida ou suspeita, dos orgaos pelvicos maternos"
G63 ,1,383.91,73.0,Masculino,1,0,0,Polineuropatia em doencas classificadas em outra parte
G114,1,70.61,31.0,Masculino,1,0,0,Ataxia hereditaria
T27 ,1,40.38,82.0,Masculino,1,0,0,Queimadura e corrosao do trato respiratorio
S410,1,52.22,38.0,Masculino,1,0,0,Ferimento do ombro e do braco
S201,1,324.16,27.0,Feminino,0,1,0,Traumatismo superficial do torax
M076,1,735.51,70.0,Masculino,1,0,0,Artropatias psoriasicas e enteropaticas
K73 ,1,464.39,84.0,Masculino,1,0,0,Hepatite cronica nao classificada em outra parte
Q519,1,2244.45,7.0,Feminino,0,1,0,Malformacoes congenitas do utero e do colo do utero
A484,1,53.93,63.0,Feminino,0,1,0,Outras doencas bacterianas nao classificadas em outra parte
C88 ,1,44.22,65.0,Feminino,0,1,0,Doencas imunoproliferativas malignas
Q810,1,186.16,31.0,Masculino,1,0,0,Epidermolise bolhosa
N41 ,1,448.69,60.0,Masculino,1,0,0,Doencas inflamatorias da prostata
I092,1,369.11,34.0,Feminino,0,1,0,Outras doencas reumaticas do coracao
Z288,1,1050.0,62.0,Masculino,1,0,0,Imunizacao nao realizada
S497,1,2810.26,62.0,Feminino,0,1,0,Outros traumatismos e os nao especificados do ombro e do braco
M850,1,508.28,14.0,Feminino,0,1,0,Outros transtornos da densidade e da estrutura osseas
G030,1,865.91,60.0,Feminino,0,1,0,Meningite devida a outras causas e a causas nao especificadas
A071,1,340.9,6.0,Masculino,1,0,0,Outras doencas intestinais por protozoarios
B64 ,1,178.86,43.0,Feminino,0,1,0,Doenca nao especificada devida a protozoarios
R20 ,1,423.17,25.0,Feminino,0,1,0,Disturbios da sensibilidade cutanea
N279,1,366.92,49.0,Feminino,0,1,0,Hipoplasia renal de causa desconhecida
Q648,1,502.16,2.0,Masculino,1,0,0,Outras malformacoes congenitas do aparelho urinario
A362,1,1097.07,69.0,Feminino,0,1,0,Difteria
C942,1,3123.12,16.0,Feminino,0,1,0,Outras leucemias de celulas de tipo especificado
A60 ,1,453.19,24.0,Masculino,1,0,0,Infeccoes anogenitais pelo virus do herpes [herpes simples]
Z029,1,44.22,42.0,Masculino,1,0,0,Exame medico e consulta com finalidades administrativas
R400,1,52.22,88.0,Masculino,1,0,0,"Sonolencia, estupor e coma"
I660,1,4458.7,64.0,Masculino,1,0,0,Oclusao e estenose de arterias cerebrais que nao resultam em infarto cerebral
I372,1,4759.3,1.0,Masculino,1,0,0,Transtornos da valva pulmonar
D763,1,367.61,71.0,Feminino,0,1,0,Algumas doencas que envolvem o tecido linforreticular e o sistema reticulohistiocitico
D681,1,258.26,50.0,Feminino,0,1,0,Outros defeitos da coagulacao
C00 ,1,4636.56,66.0,Feminino,0,1,0,Neoplasia maligna do labio
C04 ,1,20344.05,50.0,Masculino,1,0,0,Neoplasia maligna do assoalho da boca
S648,1,565.82,12.0,Masculino,1,0,0,Traumatismo de nervos ao nivel do punho e da mao
J302,1,356.18,3.0,Masculino,1,0,0,Rinite alergica e vasomotora
O23 ,1,148.84,37.0,Feminino,0,1,0,Infeccoes do trato geniturinario na gravidez
E13 ,1,764.95,64.0,Masculino,1,0,0,Outros tipos especificados de diabetes mellitus
Z638,1,1252.32,53.0,Feminino,0,1,0,"Outros problemas relacionados com o grupo primario de apoio, inclusive com a situacao familiar"
N842,1,73.86,57.0,Feminino,0,1,0,Polipo do trato genital feminino
H302,1,315.29,73.0,Masculino,1,0,0,Inflamacao coriorretiniana
M110,1,324.44,56.0,Masculino,1,0,0,Outras artropatias por deposicao de cristais
G252,1,653.05,81.0,Feminino,0,1,0,Outras doencas extrapiramidais e transtornos dos movimentos
A168,1,208.63,34.0,Masculino,1,0,0,"Tuberculose das vias respiratorias, sem confirmacao bacteriologica ou histologica"
O873,1,154.3,26.0,Feminino,0,1,0,Complicacoes venosas no puerperio
M460,1,431.51,55.0,Feminino,0,1,0,Outras espondilopatias inflamatorias
T405,1,0.0,22.0,Masculino,1,0,0,Intoxicacao por narcoticos e psicodislepticos [alucinogenos]
Z763,1,118.24,26.0,Feminino,0,1,0,Pessoas em contato com os servicos de saude em outras circunstancias
M790,1,359.91,36.0,Feminino,0,1,0,"Outros transtornos dos tecidos moles, nao classificados em outra parte"
L739,1,184.5,84.0,Feminino,0,1,0,Outras afeccoes foliculares
T826,1,304.72,71.0,Feminino,0,1,0,"Complicacoes de dispositivos proteticos, implantes e enxertos cardiacos e vasculares"
O86 ,1,240.65,42.0,Feminino,0,1,0,Outras infeccoes puerperais
J200,1,623.92,51.0,Feminino,0,1,0,Bronquite aguda
P238,1,614.31,0.0,Masculino,1,0,0,Pneumonia congenita
Q042,1,334.96,0.0,Feminino,0,1,0,Outras malformacoes congenitas do cerebro
M488,1,199.33,28.0,Masculino,1,0,0,Outras espondilopatias
D806,1,63085.83,22.0,Feminino,0,1,0,Imunodeficiencia com predominancia de defeitos de anticorpos
N740,1,970.45,47.0,Masculino,1,0,0,Transtornos inflamatorios da pelve feminina em doencas classificadas em outra parte
G30 ,1,44.22,70.0,Feminino,0,1,0,Doenca de Alzheimer
K272,1,186.06,72.0,Masculino,1,0,0,Ulcera peptica de localizacao nao especificada
D310,1,399.0,76.0,Masculino,1,0,0,Neoplasia benigna do olho e anexos
H580,1,198.67,28.0,Feminino,0,1,0,Outros transtornos do olho e anexos em doencas classificadas em outra parte
B668,1,213.67,4.0,Masculino,1,0,0,Outras infestacoes por trematodeos
K010,1,180.63,22.0,Feminino,0,1,0,Dentes inclusos e impactados
J704,1,543.51,69.0,Masculino,1,0,0,Afeccoes respiratorias devida a outros agentes externos
R25 ,1,47.27,2.0,Masculino,1,0,0,Movimentos involuntarios anormais
P154,1,8509.3,0.0,Masculino,1,0,0,Outros traumatismos de parto
B479,1,939.62,32.0,Masculino,1,0,0,Micetoma
I981,1,491.6,56.0,Feminino,0,1,0,Outros transtornos do aparelho circulatorio em doencas classificadas em outra parte
D213,1,356.81,44.0,Feminino,0,1,0,Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles
T362,1,209.11,17.0,Feminino,0,1,0,Intoxicacao por antibioticos sistemicos
N220,1,453.23,41.0,Masculino,1,0,0,Calculose do trato urinario inferior em doencas classificadas em outra parte
N731,1,198.81,46.0,Feminino,0,1,0,Outras doencas inflamatorias pelvicas femininas
R45 ,1,0.0,29.0,Masculino,1,0,0,Sintomas e sinais relativos ao estado emocional
F012,1,0.0,20.0,Feminino,0,1,0,Demencia vascular
D40 ,1,747.97,52.0,Masculino,1,0,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos genitais masculinos
I51 ,1,723.46,69.0,Feminino,0,1,0,Complicacoes de cardiopatias e doencas cardiacas mal definidas
R01 ,1,495.21,83.0,Feminino,0,1,0,Sopros e outros ruidos cardiacos
O057,1,187.62,32.0,Feminino,0,1,0,Outros tipos de aborto
Q38 ,1,1261.57,1.0,Masculino,1,0,0,"Outras malformacoes congenitas da lingua, da boca e da faringe"
S307,1,637.19,38.0,Masculino,1,0,0,"Traumatismo superficial do abdome, do dorso e da pelve"
D419,1,2058.17,62.0,Masculino,1,0,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos urinarios
B22 ,1,912.13,73.0,Masculino,1,0,0,Doenca pelo virus da imunodeficiencia humana [HIV] resultando em outras doencas especificadas
H063,1,1083.66,36.0,Masculino,1,0,0,Transtornos do aparelho lacrimal e da orbita em doencas classificadas em outra parte
